stage,method,target_mode,seed,beta,H,omega_out,omega_in,s,gamma,N,n_steps,fr_every,target_ema_rate,score_clip,max_event_fraction,ess_window_steps,final_l2_f,final_l2_fp,int_l2_f,final_ess,n_die,n_clone,repl_fraction,n_fr_apply,cond_abserr_mean,cond_abserr_max
stage3_beta,fr_estimated,estimated,1,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05782842927918483,0.19616316480330193,3.257279100588999,25.0,9033.0,6909.0,0.015568359375,4000.0,0.2774246800196808,1.1533236473134685
stage3_beta,fr_estimated,estimated,2,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06380675287154018,0.21261433617189157,3.5511418328211146,23.0,9093.0,6999.0,0.01571484375,4000.0,0.08613452430112238,0.3177910796565296
stage3_beta,fr_estimated,estimated,3,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06148267962228008,0.2012479565788713,3.727946544320359,22.0,9131.0,6854.0,0.015610351562500001,4000.0,0.057132129728247175,0.13409151489414473
stage3_beta,fr_estimated,estimated,4,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06968855732922805,0.21316695428922397,3.8745504784846516,20.0,9124.0,6906.0,0.015654296875,4000.0,0.11131073647451624,0.43600758527784705
stage3_beta,fr_estimated,estimated,5,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.0542274490639323,0.18972667233964507,2.966218503352131,24.0,9034.0,6923.0,0.0155830078125,4000.0,0.034654266343514054,0.07676715767728715
stage3_beta,fr_estimated,estimated,6,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.056608812659927364,0.19400796395668943,3.144346108055817,25.0,9012.0,7000.0,0.01563671875,4000.0,0.16516814451461337,0.4626091987505162
stage3_beta,fr_estimated,estimated,7,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.054785895389377226,0.19333365479034825,3.0589449585139135,27.0,9018.0,6975.0,0.0156181640625,4000.0,0.0564737858336972,0.14922206877076744
stage3_beta,fr_estimated,estimated,8,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06632653952091881,0.21073863007014595,3.6931501915717657,28.0,8978.0,7034.0,0.01563671875,4000.0,0.02606908876733553,0.11211942799074276
stage3_beta,fr_estimated,estimated,9,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06651497928356896,0.21288711123819826,3.588260677040353,32.0,9115.0,6912.0,0.0156513671875,4000.0,0.07212426091197542,0.318029258873936
stage3_beta,fr_estimated,estimated,0,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.061644778127867915,0.18133568876311446,3.224707212775677,17.0,10181.0,7125.0,0.016900390625,4000.0,0.07546155770448341,0.1949016844406017
stage3_beta,fr_estimated,estimated,1,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05988296103003188,0.18317029466370313,3.1992783077435343,27.0,10377.0,7143.0,0.017109375,4000.0,0.04336846425371319,0.1934727849837342
stage3_beta,fr_estimated,estimated,2,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06702213330657092,0.18270021982014883,3.4329259339000706,19.0,10760.0,7067.0,0.0174091796875,4000.0,0.04096851288462659,0.10426572167187215
stage3_beta,fr_estimated,estimated,3,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06326369617727375,0.19770725051748358,3.45046038070819,14.0,10212.0,6839.0,0.016651367187500002,4000.0,0.08969860149842822,0.3619778053863989
stage3_beta,fr_estimated,estimated,4,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.058001704548517365,0.18332018845579223,2.847590862741921,21.0,9291.0,6862.0,0.0157744140625,4000.0,0.02821653020306868,0.07024211616268203
stage3_beta,fr_estimated,estimated,5,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.058199972715121305,0.17830392354460617,2.8828539712778465,24.0,10271.0,6967.0,0.016833984375,4000.0,0.027860981237797334,0.08790004749276542
stage3_beta,fr_estimated,estimated,6,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06372336027676243,0.1836941845660546,3.137779183030594,27.0,10435.0,6969.0,0.01699609375,4000.0,0.007342369678459397,0.01841501234749865
stage3_beta,fr_estimated,estimated,7,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.059518574602870584,0.1875797134771343,3.2703182606132133,27.0,10038.0,6900.0,0.016541015625,4000.0,0.024913622359102543,0.09052588503270145
stage3_beta,fr_estimated,estimated,8,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.06395989321436805,0.1916818103692374,3.3520290635794368,18.0,10154.0,7252.0,0.016998046875,4000.0,0.051979657070638875,0.1461261714753231
stage3_beta,fr_estimated,estimated,9,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.062174007662430614,0.18167047514128337,3.423042549990833,26.0,10785.0,7205.0,0.017568359375000002,4000.0,0.06649664051490092,0.2408263807879655
stage3_beta,fr_estimated,estimated,0,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.09017172818393733,1.1005245634972178,6.259211223687762,21.0,12065.0,5739.0,0.017386718750000002,4000.0,0.03426042929959133,0.10146640092542693
stage3_beta,fr_estimated,estimated,1,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.10631552586744619,1.2191132388044104,6.790566582701309,15.0,12153.0,5777.0,0.017509765625,4000.0,0.013813855663050142,0.053922251321549125
stage3_beta,fr_estimated,estimated,2,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.10413301041856092,1.2030384660744964,6.687707450875436,21.0,12076.0,5551.0,0.0172138671875,4000.0,0.009718297427225539,0.02856737272813796
stage3_beta,fr_estimated,estimated,3,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.09764784405423929,1.1400658302278635,6.532569734163076,17.0,12131.0,5752.0,0.0174638671875,4000.0,0.017820568511669695,0.054159234113166296
stage3_beta,fr_estimated,estimated,4,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.10589036300692571,1.2528796839462648,6.532095645067182,18.0,12005.0,5648.0,0.0172392578125,4000.0,0.0250212052001496,0.08469215661815249
stage3_beta,fr_estimated,estimated,5,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.08740900175902712,1.0110062728631273,5.715113788497101,23.0,12157.0,5754.0,0.0174912109375,4000.0,0.044408201764989066,0.11688534933088325
stage3_beta,fr_estimated,estimated,6,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.09631114028104326,1.0867374672996302,6.066466878954375,20.0,11874.0,5755.0,0.0172158203125,4000.0,0.0275229215701349,0.06856643776090156
stage3_beta,fr_estimated,estimated,7,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.10354460104182661,1.207302350801594,6.460587747884075,18.0,11956.0,5546.0,0.017091796875,4000.0,0.016125150543002058,0.03802769808099925
stage3_beta,fr_estimated,estimated,8,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.09762424792418904,1.1541428417005501,6.386135589493309,17.0,12041.0,5598.0,0.0172255859375,4000.0,0.021947899572112274,0.08955782195404333
stage3_beta,fr_estimated,estimated,9,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.09826221977087012,1.1248708263478162,6.161213668992714,20.0,11975.0,5711.0,0.017271484375,4000.0,0.027684425996966112,0.1276719452570504
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.2135190439193237,1.8446762508540775,11.495343116111549,256.0,0.0,0.0,0.0,0.0,0.01903014424814049,0.041341633162731414
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.20061500282993572,1.8240193531466076,10.336202536205297,256.0,0.0,0.0,0.0,0.0,0.006780364233001389,0.017508200377670383
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.19239810793552253,1.7492695800852718,9.74147682474361,256.0,0.0,0.0,0.0,0.0,0.016776465705084138,0.06643631349974938
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.19577546914453076,1.7947541921123074,10.319553021341607,256.0,0.0,0.0,0.0,0.0,0.014343565928051546,0.05045081313473464
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.19018312104270355,1.7592803276295657,9.145601789887321,256.0,0.0,0.0,0.0,0.0,0.019140971021589043,0.07849624111201405
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.21514341804937426,1.842650497233501,11.017701140622766,256.0,0.0,0.0,0.0,0.0,0.018241884925167835,0.0646097077196694
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.20715898498288227,1.817641166364495,10.706575932494978,256.0,0.0,0.0,0.0,0.0,0.012925150153251009,0.02729778312674018
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.20580878978764516,1.8484742566132,10.167202172576136,256.0,0.0,0.0,0.0,0.0,0.010441759876422976,0.03570705157892819
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.21313933186274864,1.842496591122534,11.256180106897673,256.0,0.0,0.0,0.0,0.0,0.03307548867439417,0.060652512916582496
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.19912182705452972,1.7951299301991674,10.230488936914835,256.0,0.0,0.0,0.0,0.0,0.01770038093833863,0.055229106341617235
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.20500396788480538,1.832499171881909,11.444047997512778,256.0,0.0,0.0,0.0,0.0,0.009555738276780436,0.034573610153868894
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.21410215874748778,1.828480510587083,11.211349308017155,256.0,0.0,0.0,0.0,0.0,0.009291043198079597,0.028826592408685348
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.202197794291961,1.8127794270887363,10.423022201407617,256.0,0.0,0.0,0.0,0.0,0.02026461139165353,0.04525968045002472
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.17975772112439092,1.7119250328208164,9.020399083556534,256.0,0.0,0.0,0.0,0.0,0.005880410497310848,0.020976919339588576
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.22131782857361693,1.8845424144925278,11.557774271224108,256.0,0.0,0.0,0.0,0.0,0.017556953713279342,0.06909941960971053
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.21332828057641767,1.8379727406284316,11.162002215398783,256.0,0.0,0.0,0.0,0.0,0.011720548290847121,0.049482415197083324
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.20951259641519338,1.8439500760557554,10.895397667777857,256.0,0.0,0.0,0.0,0.0,0.014647144466191173,0.043171019226133395
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.22594246543452703,1.8945992893768286,12.065320633568835,256.0,0.0,0.0,0.0,0.0,0.01801019049896373,0.05136490328226098
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.19544251421716083,1.7684433073577206,9.388494730682474,256.0,0.0,0.0,0.0,0.0,0.020450402612675396,0.04681100820740172
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.2047882597746864,1.8119060506514826,11.460486411156763,256.0,0.0,0.0,0.0,0.0,0.011382157687023954,0.045628793390666514
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.17366395049738176,1.6578485932332607,8.469663726201862,256.0,0.0,0.0,0.0,0.0,0.01851510793007103,0.07583800783143131
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.2022576364849942,1.824586236849388,10.463992525791923,256.0,0.0,0.0,0.0,0.0,0.016550204838122723,0.07076114923959466
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.209114261716932,1.8338516437683168,10.28316514308193,256.0,0.0,0.0,0.0,0.0,0.016215524502108187,0.058281413365925655
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.19211635998701285,1.7280408232175741,9.977421623682481,256.0,0.0,0.0,0.0,0.0,0.013140273624052502,0.04593006607667391
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.2259626618711423,1.8824096459718904,11.36397143130966,256.0,0.0,0.0,0.0,0.0,0.017383064540558664,0.05095225138310723
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.21411514830682846,1.8601348253198648,11.18005525870852,256.0,0.0,0.0,0.0,0.0,0.01220482827584829,0.03407602825749545
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.1859629198042325,1.7259989031044711,9.503202283987111,256.0,0.0,0.0,0.0,0.0,0.022401043088725942,0.06907785411221824
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.2189117867435544,1.8807445916442929,11.754785798328065,256.0,0.0,0.0,0.0,0.0,0.02103371376891413,0.05966083895531073
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.21529696628987924,1.823548607474696,10.999202323051632,256.0,0.0,0.0,0.0,0.0,0.0042303729237742884,0.010289665987024466
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,1.0,256,40000,10,0.005,3.0,0.08,4000,0.22002625184253802,1.8856702704190587,11.508169783301783,256.0,0.0,0.0,0.0,0.0,0.014708542368983446,0.06668688025085738
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.23728757076662677,2.0113900925765047,11.891246817083207,256.0,0.0,0.0,0.0,0.0,0.013113123651839632,0.05937292367032222
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.194276046746894,1.7572687343525661,10.225507242122507,256.0,0.0,0.0,0.0,0.0,0.008661226070588515,0.03324021817466723
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.20239611494951568,1.801945638279134,10.644262419650682,256.0,0.0,0.0,0.0,0.0,0.005344507064984623,0.01565253416870359
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.19257848131066088,1.7651744153399165,9.029437213491427,256.0,0.0,0.0,0.0,0.0,0.012631135427668683,0.04004287338543021
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.22173367333970267,1.9032701079789642,11.808750584751714,256.0,0.0,0.0,0.0,0.0,0.017076955138099842,0.037949367433049816
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.1955401767262197,1.7701226173200757,10.107766752399394,256.0,0.0,0.0,0.0,0.0,0.026609231378523855,0.08933745809409126
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.208653937493937,1.8320318338452075,10.887111002457141,256.0,0.0,0.0,0.0,0.0,0.009869479711254788,0.039520264415921866
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.16512151082247178,1.5718323035863477,8.446217132442051,256.0,0.0,0.0,0.0,0.0,0.02513757844506582,0.07292651712549315
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.219637740945713,1.8667137430256808,12.377468250563055,256.0,0.0,0.0,0.0,0.0,0.010755976445745814,0.03312204432631059
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,25.0,256,40000,10,0.005,3.0,0.08,4000,0.21085623541829865,1.8264764938176568,11.036501968946146,256.0,0.0,0.0,0.0,0.0,0.012769346215204536,0.02615041046413827
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.20886607357507578,1.813656128441,10.774851731764262,256.0,0.0,0.0,0.0,0.0,0.020294782018162278,0.05448498673508308
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.16882533555973955,1.6078887550785603,8.102384236736341,256.0,0.0,0.0,0.0,0.0,0.02066611483617532,0.0808445922026588
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.21390508267474498,1.8468925492801784,10.702729355451504,256.0,0.0,0.0,0.0,0.0,0.016330248126500562,0.04883095819933324
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.20246798309584263,1.7908454610684492,10.49314230351433,256.0,0.0,0.0,0.0,0.0,0.016647559440987655,0.06360180909003026
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.2059949743063651,1.800501654836848,10.763657339464185,256.0,0.0,0.0,0.0,0.0,0.010507056384783605,0.03406850126430888
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.1676733210116484,1.6288033033604865,8.374325247729747,256.0,0.0,0.0,0.0,0.0,0.007902814579507367,0.016040420502304628
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.17187760164690924,1.6295151113311448,9.265069936496076,256.0,0.0,0.0,0.0,0.0,0.011884475626857774,0.04510791934889459
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.19927168576176627,1.80563799499691,9.953939706175452,256.0,0.0,0.0,0.0,0.0,0.04508921410116251,0.20349879148227878
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.21459939794791755,1.8458452437226933,11.277772398105363,256.0,0.0,0.0,0.0,0.0,0.01822887844642036,0.059266052425244506
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,3.0,256,40000,10,0.005,3.0,0.08,4000,0.20666790498334622,1.821431261519088,10.420013258367815,256.0,0.0,0.0,0.0,0.0,0.010294925871782686,0.0397558648809101
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.21526182117655396,1.9056161978076345,10.535914827621724,256.0,0.0,0.0,0.0,0.0,0.011581127980982004,0.038081401021475184
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.2041881425486749,1.7916571601716151,10.039255921417947,256.0,0.0,0.0,0.0,0.0,0.01865817959891694,0.07109431194870897
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.21301166805434943,1.849931760972938,11.251859845291872,256.0,0.0,0.0,0.0,0.0,0.011357517040248321,0.035625419527855084
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.21255024262703634,1.8739244538932525,11.55521739800366,256.0,0.0,0.0,0.0,0.0,0.007542338204055263,0.02922269432462553
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.20970666166856508,1.8302984285744075,10.858421956455894,256.0,0.0,0.0,0.0,0.0,0.01585561076519835,0.04464065256570611
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.20081680971696933,1.7828730980875749,10.50969141468931,256.0,0.0,0.0,0.0,0.0,0.01928767157384358,0.054584972338123205
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.2148441418860003,1.8825689421191762,9.956559137124046,256.0,0.0,0.0,0.0,0.0,0.013012487941468115,0.04378314999359324
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.20525005002019533,1.816220428606842,10.834978508062227,256.0,0.0,0.0,0.0,0.0,0.003984555713888149,0.01607567087726433
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.2029962691028125,1.8105482676588003,11.127148530542193,256.0,0.0,0.0,0.0,0.0,0.01617589372832875,0.06697957375924388
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,50.0,256,40000,10,0.005,3.0,0.08,4000,0.1882572116563526,1.7304162793567681,9.215781532507826,256.0,0.0,0.0,0.0,0.0,0.02778003523703883,0.0849445018964284
stage4_gamma,abf,none,0,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.2031064386503443,1.802667033619227,10.690811318474324,256.0,0.0,0.0,0.0,0.0,0.01042067470407132,0.019872540602036373
stage4_gamma,abf,none,1,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.18950011326834953,1.738791311416245,9.41056928922643,256.0,0.0,0.0,0.0,0.0,0.014785901709278227,0.05437174256024464
stage4_gamma,abf,none,2,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.20406847373641251,1.825159961322984,10.535622808337617,256.0,0.0,0.0,0.0,0.0,0.027763748082244227,0.10208048283198477
stage4_gamma,abf,none,3,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.17173333687744402,1.5664035660215907,8.600698147092352,256.0,0.0,0.0,0.0,0.0,0.017805583983758033,0.07514001769187767
stage4_gamma,abf,none,4,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.21012518287940682,1.8044899959846497,11.417960095678435,256.0,0.0,0.0,0.0,0.0,0.010560575829595452,0.021491388806232484
stage4_gamma,abf,none,5,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.19680866959203092,1.7678500662753316,10.154425856567123,256.0,0.0,0.0,0.0,0.0,0.015206470103740691,0.05032039753762271
stage4_gamma,abf,none,6,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.20773150192334452,1.8043971809407722,11.118010114649554,256.0,0.0,0.0,0.0,0.0,0.03020863376754086,0.08405015301644003
stage4_gamma,abf,none,7,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.20834895034740417,1.84328243256564,11.777583641921698,256.0,0.0,0.0,0.0,0.0,0.015778339054118996,0.047729053443037864
stage4_gamma,abf,none,8,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.2030739279774552,1.8167475032016986,10.7705684591353,256.0,0.0,0.0,0.0,0.0,0.0094758857452983,0.03375104507997548
stage4_gamma,abf,none,9,8.0,2.5,1.0,25.0,0.25,5.0,256,40000,10,0.005,3.0,0.08,4000,0.1972845752809471,1.7842507233327254,10.086663101537514,256.0,0.0,0.0,0.0,0.0,0.01650174316463341,0.046934501828557004
stage4_gamma,fr_estimated,estimated,0,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.13239396469009718,1.4118284677072075,7.624281558611199,23.0,8545.0,4212.0,0.0124580078125,4000.0,0.018846767079761167,0.05863007460639123
stage4_gamma,fr_estimated,estimated,1,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.131187272630267,1.4075054799678608,7.684708877268622,34.0,8318.0,4186.0,0.0122109375,4000.0,0.027939444106774746,0.08362030613904953
stage4_gamma,fr_estimated,estimated,2,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.12221255712191657,1.3464913063349937,6.985568790626599,30.0,8501.0,4065.0,0.012271484375,4000.0,0.02395092524483114,0.0608237166463548
stage4_gamma,fr_estimated,estimated,3,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.11555374006482784,1.096675004824173,6.544691657445082,25.0,8885.0,4130.0,0.0127099609375,4000.0,0.027777649218565133,0.131946399234458
stage4_gamma,fr_estimated,estimated,4,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.11836901403873101,1.2397247174357007,6.912599280614112,28.0,8779.0,4050.0,0.0125283203125,4000.0,0.03338849068160234,0.1033596820994287
stage4_gamma,fr_estimated,estimated,5,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.13149898295726561,1.3914167171690563,7.6286130704924195,24.0,8282.0,4263.0,0.0122509765625,4000.0,0.019680025847992447,0.05461025427451137
stage4_gamma,fr_estimated,estimated,6,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.1144468023243378,1.265124019645315,7.01597908390687,29.0,8456.0,4346.0,0.012501953125,4000.0,0.01345799544695774,0.0443574254122205
stage4_gamma,fr_estimated,estimated,7,8.0,2.5,1.0,25.0,0.25,10.0,256,40000,10,0.005,3.0,0.08,4000,0.12085375940411631,1.3238965991820024,7.1352306615098104,26.0,8466.0,4114.0,0.01228515625,4000.0,0.020095147593471436,0.08146413734383195
